EXTraS_Ape_v0.OBS_ID,EXTraS_Ape_v0.XMM_RA,EXTraS_Ape_v0.XMM_DEC,EXTraS_Ape_v0.XMM_EP_8_FLUX,EXTraS_Ape_v0.XMM_EP_8_FLUX_ERR,main_id,ra,dec,otype,main_type,other_types,plx,plx_err,B,V,R,J,H,K,u,g,r,i,z,distance_pc,distance_ly,distance_cm,XLuminosity,VisibleLuminosity
743660201,298.117,18.573,1.0856500059022462e-14,3.629939790184044e-15,GSC2.3 N1TX065145,298.1178750225,18.5730201586,*,Star,NIR|*,0.3996,0.0433,17.45,16.84,15.95,14.55,14.07,13.79,,,,,,2502.5025025025025,8162.062062062061,7.721915865865866e+21,8.134855332573163e+30,5.616258604013841e+33
743660201,298.063,18.58,1.3977299779556734e-14,3.841670074910359e-15,GSC2.3 N1TX000599,298.0636812036,18.5790099861,*,Star,NIR|*,1.0918,0.0154,13.63,13.09,12.67,11.926,11.62,11.618,,,,,,915.9186664224216,2987.323685656713,2.826229694083165e+21,1.4029689321120662e+30,1.2963012215872484e+34
743660201,298.036,18.8007,1.3769900374289732e-14,7.024060102138333e-15,TYC 1624-2871-1,298.0358598617,18.8006839387,*,Star,NIR|*,0.8923,0.0224,11.7,11.3,,10.669,10.529,10.445,,,,,,1120.699316373417,3655.228062310882,3.4581167544547803e+21,2.0692833637696533e+30,1.0523087972293832e+35
743660301,53.2824,35.3989,4.391029911638561e-13,9.080969923778732e-15,HD  21904,53.2823029716,35.3989217897,*,Star,NIR|IR|*,5.2472,0.0535,8.19,7.29,,5.636,5.202,5.098,,,,,,190.5778319865833,621.5810336941606,5.88061743406007e+20,1.9081921890320595e+30,1.5679473784648753e+35
743660301,53.167,35.659,2.4984598808244773e-13,9.048160102566837e-15,HD  21847,53.1663182907,35.659290295,**,**,UV|PM*|NIR|*|**,19.3876,0.0281,7.79,7.3,,6.354,6.147,6.109,,,,,,51.57936000330108,168.22917741236668,1.5915727475293487e+20,7.953077827169504e+28,9.364490957348806e+33
743660301,53.1666,35.4618,2.6985500693830363e-14,2.424550072836025e-15,HD  21856,53.1667292635,35.4617243042,Pu*,PulsV*,UV|V*|bC?|NIR|IR|*|MIR|Pu*,2.4065,0.0868,5.807,5.9,,6.01,6.095,6.125,,,,,,415.541242468315,1355.312694784957,1.2822262954498235e+21,5.575318759307125e+29,2.0750614500026265e+36
743660401,236.979,-48.6299,5.8241900749910966e-15,2.512609947373187e-15,HD 329905,236.9787808799,-48.6301338337,s*b,BlueSG,NIR|*|s*b,0.2147,0.0155,11.08,10.43,10.36,9.115,9.021,8.916,,10.99,10.23,10.0,,4657.661853749418,15191.24359571495,1.4372042757335815e+22,1.5117584511120489e+31,2.8362250312876974e+36
743660401,236.938,-48.7193,5.014869999163873e-15,3.720319899721972e-15,TYC 8313-2004-1,236.9375895539,-48.7193448994,*,Star,*,6.6495,0.0377,12.66,11.64,,,,,,,,,,150.3872471614407,490.49702985186855,4.6404655688397626e+20,1.3570400109825329e+28,2.4593980279686727e+32
743660401,236.969,-48.6488,4.154240055523773e-15,1.5504200122034672e-15,2MASS J15475227-4838578,236.9677857316,-48.649412427,*,Star,NIR|*,0.7016,0.0165,14.86,13.86,13.17,11.925,11.468,11.333,,,,,,1425.3135689851767,4648.745724059293,4.398058124287343e+21,1.0097721355276789e+30,2.190587754652558e+34
743660401,237.005,-48.5158,1.2816700317426577e-14,6.450869942116033e-15,HD 329903,237.0051281456,-48.5163701588,*,Star,NIR|*,1.1623,0.0287,10.43,9.32,,7.333,6.822,6.653,,,,,,860.3630732168974,2806.1257850813035,2.654803045685279e+21,1.135143346990494e+30,5.672859014386611e+35
743660501,107.334,-10.3466,4.928439926131511e-13,5.447719928836818e-15,HD  54662,107.3343721464,-10.3465653025,SB*,SB*,UV|X|HII|SB*|NIR|*|**,0.7238,0.0526,6.24,6.21,7.23,6.135,6.172,6.206,,,,,,1381.5971262779774,4506.1619231832,4.263163277148384e+21,1.1255978728803145e+32,1.0147807265338738e+37
743660501,107.288,-10.3171,1.8042299831889583e-14,2.8006399011969857e-15,TYC 5398-2952-1,107.2877160696,-10.3171513545,*,Star,NIR|*,1.8678,0.0305,10.72,10.46,,10.184,10.121,10.095,,,,,,535.3892279687333,1746.2040903737015,1.6520385373166292e+21,6.187883202093205e+29,5.028970511724543e+34
743660501,107.359,-10.548,1.45265997988182e-14,8.272639605950375e-15,TYC 5398-395-1,107.3592001587,-10.5479210479,SB*,SB*,SB*|NIR|*,1.8121,0.1452,12.54,11.58,,10.939,10.703,10.673,,,,,,551.8459246178467,1799.878593896584,1.7028185972076595e+21,5.293106172019443e+29,1.857155676059387e+34
743660501,107.33,-10.5464,1.3856500175784062e-14,1.2323799986958036e-14,HD  54663,107.329897613,-10.5466023702,*,Star,NIR|*,1.9909,0.0448,10.49,10.3,,10.107,10.106,10.065,,,,,,502.2853985634638,1638.2339645386508,1.5498907931086443e+21,4.182785679474396e+29,5.131494570176982e+34
743660501,107.467,-10.2704,6.452749931742463e-15,3.1977101003867253e-15,UCAC4 399-021348,107.4669930399,-10.2704605509,*,Star,NIR|*|MIR,1.6046,0.0151,14.61,13.899,13.707,12.526,12.226,12.167,,14.208,13.687,13.54,,623.208276205908,2032.631185342141,1.9230198055590177e+21,2.998625384964741e+29,2.4246516383851908e+33
743700201,21.6757,-1.2356,1.675509991166946e-12,2.3448799325864744e-14,TYC 4682-1697-1,21.6755698665,-1.2354302699,*,Star,X|Opt|NIR|*,2.7796,0.0219,11.44,11.03,,9.847,9.557,9.454,13.598,11.456,10.881,13.351,11.137,359.7639948193985,1173.391854943157,1.110115692905454e+21,2.5947371504574504e+31,1.117810997211853e+34
742850401,160.956,-59.5973,7.93160974182569e-14,2.2531000163999136e-14,DETWC Tr 14 J104349.1-593552,160.954425865,-59.5978511431,*,Star,NIR|*,0.4633,0.0285,16.521,15.817,,,14.04,13.95,,,,,,2158.428663932657,7039.844593136196,6.660214936326355e+21,4.4212766554754975e+31,8.172450555498724e+33
742850401,161.107,-59.5609,2.0042900173745937e-14,7.49194966725682e-15,GES J10442570-5933400,161.106953444,-59.5611607694,*,Star,*,0.3445,0.0344,17.311,16.414,,,,,,,,,,2902.757619738752,9467.518142235123,8.956974107402033e+21,2.0206591648837925e+31,1.197072283730498e+33
742850401,161.107,-59.5609,2.0042900173745937e-14,7.49194966725682e-15,2MASS J10442595-5933388,161.108277366,-59.5607758128,Y*O,YSO,Y*O|NIR|*|Y*?|MIR,0.3298,0.0595,19.244,17.627,,13.64,12.98,12.593,,,,,,3032.140691328078,9889.508793208006,9.35620855063675e+21,2.204805150972654e+31,1.2989735349663977e+34
742850401,160.923,-59.5491,7.866350257811072e-14,2.3527300645350372e-14,Cl* Trumpler   14      Y     599,160.9239978551,-59.5496876493,*,Star,NIR|*,0.4091,0.0297,14.957,14.399,,12.467,11.924,11.667,,,,,,2444.390124663896,7972.525054998777,7.542599804448789e+21,5.623740531776444e+31,4.344812682322579e+34
742850401,161.186,-59.5316,1.5877800308805416e-14,9.571369812986976e-15,Cl* Trumpler   14      Y      42,161.1849184692,-59.5304318617,*,Star,NIR|*,0.796,0.1933,16.335,15.654,,14.001,13.703,13.603,,,,,,1256.2814070351758,4097.437185929648,3.876479371859296e+21,2.998300479405579e+30,3.0751502847136927e+33
742850401,161.119,-59.6956,2.4145800715303683e-14,6.278549982843091e-15,DETWC Tr 16 J104429.2-594143,161.1211725893,-59.6953041495,Y*O,YSO,X|Y*O|NIR|*,0.422,0.0206,16.359,15.269,,12.64,12.09,11.92,,,,,,2369.668246445497,7728.815165876776,7.312032180094786e+21,1.6222869103522242e+31,2.5480328429023427e+34
742850401,161.192,-59.7683,3.9327001128287165e-14,1.1265999831438448e-14,Cl* Trumpler   14      Y     292,161.1920892829,-59.7682360755,*,Star,NIR|*,0.3891,0.018,13.3,13.025,,12.109,11.983,11.924,,,,,,2570.033410434336,8382.318170136212,7.930294474428167e+21,3.107987926786117e+31,1.214976010573385e+35
742850401,161.056,-59.5605,2.0278800543622163e-14,7.35892991915411e-15,2MASS J10441341-5933327,161.0559262509,-59.5591316126,*,Star,NIR|*,0.358,0.0629,19.272,17.78,,14.51,13.79,13.55,,,,,,2793.296089385475,9110.50279329609,8.619211117318436e+21,1.893159322527368e+31,5.573883827928558e+33
742850401,161.006,-59.5024,3.6303300182628437e-14,1.5764499487714786e-14,2MASS J10440179-5930079,161.0073688028,-59.5022447241,*,Star,X|NIR|*,0.3549,0.0479,18.246,17.032,,14.165,13.433,13.138,,,,,,2817.695125387433,9190.081713158635,8.694498675683292e+21,3.448617773151897e+31,8.650417258360487e+33
742850401,161.209,-59.5749,1.3012199756817604e-14,7.070759993135778e-15,2MASS J10444998-5934295,161.2082611534,-59.5748696806,*,Star,X|NIR|*,1.9107,0.0362,18.072,16.751,,13.881,13.295,13.083,,,,,,523.3683990160674,1706.9974354948447,1.6149461349243733e+21,4.264583954743346e+29,3.701578872384301e+32
742850401,161.189,-59.9116,7.508079715671384e-14,2.5266999592859363e-14,HD 305524,161.1885126818,-59.9115324717,*,Star,X|NIR|*,0.4055,0.0152,9.53,9.29,9.71,8.53,8.431,8.369,,9.38,9.24,9.22,,2466.091245376079,8043.304562268803,7.609562466091245e+21,5.463338530271853e+31,1.3673293992435558e+36
742850401,161.228,-59.8069,6.992759778341742e-14,1.952959990177572e-14,2MASS J10445506-5948243,161.2294586625,-59.8067695555,*,Star,X|NIR|*,0.3964,0.0713,19.707,18.127,,14.06,13.2,12.88,,,,,,2522.704339051463,8227.95156407669,7.784252219979818e+21,5.324664781736372e+31,6.461875777839667e+33
742850401,161.201,-59.5289,2.0218300368331568e-14,8.862129644493164e-15,2MASS J10444837-5931436,161.2015551812,-59.5287866419,Y*O,YSO,X|Y*O|NIR|*,0.5519,0.0777,17.318,16.211,,13.648,13.053,12.926,,,,,,1811.922449719152,5909.693785105997,5.591008479797065e+21,7.942090109182571e+30,6.062219238269692e+33
742850401,160.943,-59.5205,1.7027999900409187e-14,8.427109616409353e-15,2MASS J10434636-5931138,160.9431517643,-59.5205346389,*,Star,X|NIR|*,0.3955,0.0211,16.49,15.252,,12.369,11.695,11.509,,,,,,2528.4450063211125,8246.675094816686,7.801966068268015e+21,1.302511652739696e+31,3.547650222744429e+34
742850401,160.796,-59.7398,3.0620999984763703e-14,1.071529966671517e-14,HD 303316,160.7966094489,-59.7391739334,SB*,SB*,X|SB*|NIR|*|Y*?|IR|**|Em*,0.4241,0.0138,9.89,9.633,9.89,8.697,8.616,8.503,,9.73,9.53,9.46,,2357.934449422306,7690.544682857816,7.275825465692054e+21,2.0370128957396384e+31,1.0541971081021448e+36
742850401,161.247,-59.5686,8.133069752066548e-15,5.2619698386686866e-15,2MASS J10445953-5934073,161.2480618373,-59.5686808449,Y*O,YSO,X|Y*O|NIR|*,0.1097,0.115,19.648,18.112,,14.202,13.259,12.787,,,,,,9115.77028258888,29731.631722880586,2.8128327985414768e+22,8.086343687668936e+31,7.86625774560752e+34
742850401,161.093,-59.6573,1.0494700099998156e-14,3.705960150167171e-15,CPD-59  2571,161.0938065885,-59.6570884016,Y*O,YSO,X|Y*O|NIR|Y*?|*|MIR,0.3978,0.0149,11.34,11.196,,10.664,10.548,10.512,,,,,,2513.826043237808,8198.994469582703,7.756856661639015e+21,7.935082182210184e+30,5.969318952574032e+35
742850401,160.982,-59.5185,1.6442600183968692e-14,7.992469906118859e-15,Cl* Trumpler   14      Y     616,160.9823723651,-59.5184919621,Y*?,YSO_Candidate,NIR|*|Y*?,0.3846,0.014,15.611,14.401,,11.682,11.15,10.926,,,,,,2600.1040041601664,8480.395215808632,8.023082631305252e+21,1.3300344527201573e+31,7.164972830576264e+34
742850401,161.209,-59.5359,1.2676900070581094e-14,5.991009825821042e-15,2MASS J10444981-5932114,161.2076002385,-59.5364921495,*,Star,X|NIR|*,0.4079,0.0238,16.478,15.448,,13.117,12.671,12.577,,,,,,2451.581269919098,7995.979406717332,7.564789360137289e+21,9.116258054821118e+30,1.9138702639027613e+34
742850401,161.098,-59.5314,2.627880077714536e-14,1.0507700361672614e-14,2MASS J10442365-5931534,161.0985422181,-59.531569038,Y*?,YSO_Candidate,X|NIR|*|Y*?,0.3996,0.0254,17.121,15.854,,13.108,12.45,12.19,,,,,,2502.5025025025025,8162.062062062061,7.721915865865866e+21,1.9690898675759528e+31,1.8251425036061687e+34
742850401,161.342,-59.727,1.3780000395152791e-14,4.965280031750397e-15,2MASS J10452211-5943361,161.3421336788,-59.7266691177,Y*O,YSO,X|Y*O|NIR|*,0.2904,0.0858,,18.544,,14.79,13.97,13.71,,,,,,3443.526170798898,11231.267217630852,1.062561150137741e+22,1.9550909257772933e+31,6.075256796290734e+33
742930101,170.043,-22.0268,6.138109802605961e-15,2.000629988009508e-15,CRTS J112010.4-220132,170.0431566825,-22.0261297911,EB*,EclBin,X|Opt|NIR|*|MIR|EB*|EB?,0.9518,0.0396,16.0,15.31,15.0,13.88,13.35,13.28,,,,,,1050.6408909434756,3426.728304265602,3.241939041815508e+21,8.106888618517059e+29,2.3560401858666767e+33
742980101,276.563,-14.8484,6.039929840995217e-12,4.623740084384875e-14,V* V479 Sct,276.5627339787,-14.8484020206,HXB,HighMassXBin,V*|X|SB*|gam|NIR|IR|*|Rad|HXB,0.49,0.015,12.23,11.27,11.04,9.024,8.751,8.53,,11.77,10.9,10.38,,2040.8163265306123,6656.244897959184,6.29730118367347e+21,3.009890442565044e+33,4.585072050523876e+35
742980101,276.412,-14.7518,7.977840122460472e-14,1.1051099949423508e-14,BD-14  5040,276.4120846938,-14.7515855627,*,Star,X|NIR|*|MIR,0.5825,0.0147,11.52,10.54,10.31,8.177,7.892,7.75,,,,9.61,,1716.7381974248926,5599.244635193132,5.297300566523605e+21,2.8132247098166226e+31,4.446833235353333e+35
742980101,276.528,-14.7125,1.8878399277860725e-14,5.992479851501002e-15,TYC 5702-555-1,276.5278071066,-14.7126498518,*,Star,NIR|*,0.7581,0.0243,12.41,13.4,,11.138,10.854,10.752,,,,,,1319.087191663369,4302.282020841577,4.07027777338082e+21,3.930276710997968e+30,4.452869433330808e+34
742980101,276.675,-14.7104,1.0001300020090736e-14,3.5424999437642718e-15,TYC 5702-277-1,276.6748289687,-14.7100825737,*,Star,NIR|*,2.0791,0.0627,11.78,11.45,,10.307,10.0,9.86,,,,,,480.97734596700496,1568.7364725121447,1.4841410129382906e+21,2.768322309825926e+29,1.9253192162268849e+34
742980101,276.731,-14.9064,8.801100073610544e-15,2.9462598996648137e-15,TYC 5702-759-1,276.7306159405,-14.9062973208,*,Star,NIR|*,0.9999,0.0164,12.4,11.37,,9.062,8.487,8.223,,,,,,1000.100010001,3261.886188618861,3.0859861786178617e+21,1.0532580242518208e+30,1.3885872443442004e+35
742980101,276.374,-14.9596,1.9368599267293417e-14,1.0748200120452422e-14,LS 5022,276.3735662486,-14.9597978884,*,Star,NIR|*,0.4633,0.0157,11.98,10.9,10.77,8.323,7.96,7.774,,11.58,10.61,9.97,,2158.428663932657,7039.844593136196,6.660214936326355e+21,1.079653923694348e+31,8.785638630079664e+35
743010101,193.278,-48.944,1.1691599836709254e-13,4.45979999146571e-15,* e Cen,193.2787763717,-48.9433128826,PM*,HighPM*,PM*|NIR|*|IR,10.3334,0.1686,5.7,4.33,3.35,2.04,1.386,1.22,,,,,,96.77356920277934,315.632802369017,2.986120328255947e+20,1.310081803672594e+29,8.637533441248599e+35
743010301,252.925,-1.63258,4.5481098677772544e-14,2.712609969274509e-14,TYC 5050-386-1,252.9244368559,-1.6328356219,*,Star,*|**,10.5088,0.0135,11.81,11.1,,,,,,,,,,95.15834348355664,310.364646772229,2.936279670371498e+20,4.927602283640673e+28,1.8910459164139524e+32
743010301,252.951,-1.45924,1.5554699591075263e-14,9.938429846613731e-15,UCAC4 443-067141,252.9515107099,-1.4590450052,*,Star,NIR|*,0.8494,0.019,15.755,14.685,14.523,12.631,12.158,12.019,,15.169,14.333,13.896,,1177.301624676242,3839.839886979044,3.632773228161055e+21,2.5795744618218407e+30,6.165609861548786e+33
743010501,346.538,0.145747,3.7777598974400584e-13,3.618030083429175e-14,[VV2006] J230609.2+000844,346.5384230452,0.1455955659,QSO,QSO,Opt|NIR|*|QSO,0.0359,0.084,17.6,17.17,,16.965,16.628,14.904,17.512,17.313,16.885,16.84,16.907,27855.153203342616,90851.25348189412,8.59520217270195e+22,3.5071667002371865e+34,2.8398905286941493e+35
743010501,346.234,0.120278,5.5631799216132953e-14,1.0756999945741448e-14,SDSS J230456.05+000712.4,346.2335916833,0.1201064912,QSO,QSO,Opt|*|QSO,0.1376,0.5964,19.45,19.24,,18.624,18.395,17.908,19.537,19.212,19.051,19.092,18.967,7267.441860465116,23703.197674418603,2.24249824127907e+22,3.515581675894822e+32,2.6482331261781386e+33
743010501,346.125,0.209285,3.6028200822019185e-14,1.4001199661196461e-14,SDSS J230430.06+001233.5,346.1252681764,0.2093011818,QSO,QSO,Opt|*|QSO,0.2568,1.4198,20.58,20.41,,20.147,20.034,19.524,20.524,20.27,20.239,20.139,19.738,3894.080996884736,12700.778816199378,1.201587842679128e+22,6.536774301175557e+31,2.4120834311512785e+32
743010501,346.342,0.330683,3.628380148418264e-14,1.1621099759849974e-14,[VV2006] J230522.1+001948,346.3421605843,0.3303350211,QSO,QSO,Opt|*|QSO,0.1033,0.2932,19.92,19.66,,19.013,18.991,19.006,19.66,19.412,19.357,19.077,19.072,9680.54211035818,31573.66892545982,2.987103175217812e+22,4.068394824596188e+32,3.8366041271292296e+33
743010501,346.105,0.223139,4.0331700788343375e-14,3.0626898722208376e-14,UCAC4 452-123339,346.104914785,0.2224642084,*,Star,NIR|*,4.6096,0.0206,15.615,14.335,13.969,11.932,11.312,11.162,,14.982,13.864,,,216.93856299895867,707.5581395348836,6.694024600833044e+20,2.2710725535596147e+29,3.806211551186779e+32
743030101,258.749,-40.0368,9.188179730945656e-15,3.412990088436747e-15,CD-39 11223,258.7485447005,-40.0371668219,s*b,BlueSG,NIR|*|s*b,0.2863,0.0165,11.84,10.85,10.62,8.266,,,,11.36,10.47,9.97,,3492.8396786587496,11392.10618232623,1.0777777086971708e+22,1.3412129555845402e+31,1.3838739050826746e+36
743030101,258.908,-39.94,4.128810008864831e-15,3.843270120147723e-15,HD 323071,258.9073523141,-39.9402898315,*,Star,NIR|*,0.4029,0.0138,11.26,10.72,10.5,8.717,8.521,8.4,,11.03,10.33,9.97,,2482.005460412013,8095.209729461405,7.658668602630927e+21,3.0432758392632013e+30,9.242772951136003e+35
743060101,85.3712,-69.7736,2.6130099061057177e-13,2.0039700083271213e-14,TYC 9167-406-1,85.3727500999,-69.7729548615,s*b,BlueSG,*|s*b,0.0135,0.0554,12.17,12.285,,,,,,,,,,74074.07407407407,241597.03703703705,2.285687096296296e+23,1.715475315450186e+35,6.380994656780606e+37
743060101,84.7077,-69.7407,2.314049966185492e-14,6.482540080497397e-15,HD  38329A,84.7076602898,-69.7406562315,*,Star,*|**,4.4233,0.0166,10.25,9.94,,,,,,,,,,226.0755544502973,737.3589853729115,6.975962697533515e+20,1.4151122664406454e+29,3.907780754385432e+33
743060101,84.7077,-69.7407,2.314049966185492e-14,6.482540080497397e-15,HD  38329B,84.7083296361,-69.7410181269,*,Star,*|**,4.4746,0.0146,10.34,10.05,,,,,,,,,,223.4836633442096,728.9053770169401,6.895985294774952e+20,1.3828505592932254e+29,3.493428117065396e+33
743070101,15.7386,-55.4418,1.2156699868222553e-14,1.0881200386797343e-14,TYC 8476-671-1,15.7381821776,-55.4429831364,*,Star,NIR|*,1.3994,0.0104,12.68,11.97,,10.944,10.733,10.594,,,,,,714.5919679862799,2330.684579105331,2.2050004144633416e+21,7.427504260735734e+29,2.4230098258624453e+34
743070301,72.0041,14.6659,7.472610041598522e-14,3.7223400733011735e-15,UCAC2  36944937,72.0035674062,14.6661414673,LM*,Low-Mass*,PM*|Opt|ev|NIR|*|MIR|**|LM*,11.8885,0.0281,17.65,16.65,14.8,11.679,11.056,10.73,,,,,,84.11490095470413,274.3457963578248,2.5955146401985112e+20,6.325999437804147e+28,5.637066999534185e+31
743070301,71.9984,14.6143,1.5495400508503884e-14,4.639830068141034e-15,HD 286044,71.9985621496,14.6139803322,*,Star,NIR|*|MIR,8.509,0.0192,11.397,10.676,10.517,9.397,9.107,9.005,,11.043,10.492,10.35,,117.5226231049477,383.3070866141732,3.626369232577271e+20,2.560688273340741e+28,1.5840921061172327e+33
743070501,37.7884,-57.9184,1.121179971780295e-12,4.7404398792862477e-14,ESO 115-15,37.7886413898,-57.9183475282,Bla,Blazar,cm|Bla|GiG|BL?|G|gam|*|BiC|Rad|Bz?,0.064,0.1864,14.41,15.5,12.63,11.15,10.466,10.18,,13.932,13.051,,12.413,15625.0,50961.875,4.82137121875e+22,3.275113364407794e+34,4.440723324562418e+36
743110301,150.464,3.71701,1.34864003103162e-13,1.3519099847838362e-14,QSO J1001+0343,150.4643797006,3.7170822477,QSO,QSO,Opt|*|QSO,0.0617,0.5286,19.59,19.29,,18.56,18.639,18.429,22.659,19.229,19.022,19.066,19.08,16207.45542949757,52861.58833063209,5.0010981847649925e+22,4.238738967993337e+33,1.1750895555623242e+34
743110301,150.753,3.79007,1.7060300654819785e-13,9.696720016565477e-14,[VV2006] J100300.6+034726,150.7527185646,3.7905092161,QSO,QSO,Opt|*|QSO,1.6071,0.8485,20.17,19.95,,19.487,19.358,18.928,19.927,19.84,19.693,19.797,19.594,622.2388152572958,2029.4692302905853,1.9200283616452e+21,7.903361232934142e+30,1.0729945801440125e+31
743110301,150.782,3.71155,9.800600137216745e-14,6.666690040724872e-14,[VV2006] J100307.7+034242,150.7820978262,3.7118933541,QSO,QSO,Opt|*|QSO,0.2386,0.4923,20.34,20.05,,19.789,19.541,19.557,20.116,20.035,19.84,19.742,19.75,4191.1148365465215,13669.572506286671,1.2932429086336966e+22,2.059789053429177e+32,4.375439077391684e+32
743110301,150.518,3.88207,2.2503400442445802e-14,2.054980026476669e-14,HD  86968,150.5179230909,3.8819400083,*,Star,NIR|*,3.9526,0.0426,9.75,9.23,,8.187,7.944,7.916,,,,,,252.9980266153924,825.1682436876991,7.806703385113596e+20,1.7234288941863192e+29,3.890859634421061e+34
760870101,344.454,-36.5984,6.62842014349103e-13,1.5288700752451312e-14,QSO B2255-3651,344.4535754016,-36.5986453398,QSO,QSO,X|NIR|*|QSO,0.0161,0.1748,,18.3,,16.681,15.799,15.093,,,,,,62111.801242236026,202581.3664596273,1.9165699254658387e+23,3.05963225339152e+35,6.1670429695496656e+35
760870101,344.46,-36.5462,4.804970152636574e-15,1.466489952679762e-15,HD 216972,344.4596096221,-36.5461384153,*,Star,NIR|*,5.0181,0.0169,9.88,9.51,,8.723,8.569,8.546,,,,,,199.2786114266356,649.9591478846576,6.149095434527012e+20,2.283089964483117e+28,1.7890143039735767e+34
760940101,359.618,-60.5522,1.9264900411692865e-14,1.6395000320464788e-15,UCAC2   5229471,359.6183032034,-60.5523202654,*,Star,NIR|*|MIR,2.0043,0.0119,12.47,11.84,11.72,10.552,10.217,10.154,,12.1,11.62,11.46,,498.92730629147326,1627.2813451080174,1.539528803073392e+21,5.737890676355599e+29,9.659092973263948e+33
760970101,87.0775,-21.8169,2.1608999718715147e-14,3.9408000347934246e-15,HD  38934,87.0780258372,-21.8172903457,*,Star,NIR|*,6.5737,0.0132,9.93,9.44,,8.668,8.505,8.421,,,,,,152.12133197438277,496.1528515143679,4.6939738351309e+20,5.983094422928671e+28,1.0914240051332258e+34
760970101,86.9988,-21.8625,8.863319725784056e-15,2.6803400468631937e-15,CRTS J054759.8-215146,86.9994613213,-21.8629947434,EB*,EclBin,V*|Opt|NIR|*|MIR|EB*|EB?,0.7804,0.04,15.499,14.807,14.773,13.696,13.341,13.289,,15.102,14.624,14.417,,1281.3941568426449,4179.3439261916965,3.953969220912353e+21,1.741296986613568e+30,3.769308586542888e+33
760970101,87.286,-21.7957,8.022060155098241e-15,4.322789871148485e-15,TYC 5930-909-1,87.2868962414,-21.7957417716,*,Star,NIR|*,2.5288,0.024,11.8,11.37,,10.511,10.358,10.285,,,,,,395.4444795950649,1289.7658968680796,1.220214164821259e+21,1.50095579764801e+29,1.27839321109468e+34
