EXTraS_Ape_v0.OBS_ID,EXTraS_Ape_v0.XMM_RA,EXTraS_Ape_v0.XMM_DEC,EXTraS_Ape_v0.XMM_EP_8_FLUX,EXTraS_Ape_v0.XMM_EP_8_FLUX_ERR,main_id,ra,dec,otype,main_type,other_types,plx,plx_err,B,V,R,J,H,K,u,g,r,i,z,distance_pc,distance_ly,distance_cm,XLuminosity,VisibleLuminosity
743980301,343.409,62.6167,2.6673299596065462e-14,1.0585099691293872e-14,2MASS J22533749+6236597,343.4061526342,62.6165917317,Y*O,YSO,X|Y*O|NIR|*,1.2426,0.0954,,18.35,,13.696,12.67,12.066,,,,,,804.7642040882022,2624.7867374859165,2.48324286174151e+21,2.066926334071059e+30,9.540396708665486e+32
743980301,343.419,62.6132,1.0780200178166742e-14,7.246549822877146e-15,2MASS J22534057+6236521,343.419122261,62.6144780467,Y*O,YSO,X|Y*O|NIR|*,1.1443,0.1347,,20.24,,14.32,13.4,13.02,,,,,,873.8967054094205,2850.266538495149,2.6965634711177134e+21,9.850493381255936e+29,5.708836470179339e+32
743980301,343.38,62.6176,3.6694900454803045e-14,1.2931099740249792e-14,ZTF J225331.19+623702.2,343.3799582575,62.6172849993,RS*,RSCVnV*,X|RS*|Y*O|NIR|*|Em*,1.116,0.0483,,18.02,,13.478,12.427,11.973,,19.055,17.089,15.645,,896.0573476702508,2922.544802867383,2.764944068100358e+21,3.525236667324032e+30,1.4514248240831294e+33
743980301,343.625,62.676,1.8549000023134792e-14,7.49256969537421e-15,2MASS J22542993+6240335,343.6246825177,62.6759584704,Y*O,YSO,X|Y*O|NIR|*,0.5969,0.2272,,18.17,,13.693,12.816,12.525,,,,,,1675.3224995811695,5464.164851733959,5.169505076227175e+21,6.229142958494491e+30,3.8171729351058925e+33
743980301,343.48,62.5562,2.220600039840124e-14,1.4600400085446573e-14,ZTF J225355.26+623321.7,343.4802592532,62.5560411373,RS*,RSCVnV*,X|RS*|Y*O|NIR|*|Em*,1.173,0.0592,,18.63,,13.43,12.499,12.159,,19.636,17.479,15.83,,852.5149190110826,2780.528559249786,2.6305861722080134e+21,1.9310133358384925e+30,1.2541884510571249e+33
743980301,343.361,62.6703,3.207889954105064e-14,9.851449727326085e-15,ZTF J225326.53+624013.4,343.3606030963,62.6704007752,RS*,RSCVnV*,X|RS*|Y*O|NIR|*,1.0626,0.0545,,18.29,,13.55,12.586,12.306,,19.206,17.072,,,941.0878976096368,3069.414643327687,2.903893826463392e+21,3.3993101607246074e+30,1.42150850565045e+33
743980301,343.121,62.6869,5.2264700949261964e-14,2.763130063567365e-14,BD+61  2355,343.1216463617,62.686042214,Be*,Be*,Be*|NIR|*|Em*,1.6821,0.0705,9.9,9.63,,8.751,8.659,8.602,,,,,,594.4949765174484,1938.981035610249,1.834419820462517e+21,2.2101197330110533e+30,1.4693765960327406e+35
743980301,343.642,62.598,2.3573199666696194e-14,1.1710000102829047e-14,2MASS J22543423+6235555,343.6426115341,62.5987372139,Y*O,YSO,X|Y*O|NIR|*,1.1847,0.0164,,15.07,,12.098,11.552,11.391,,,,,,844.0955516164429,2753.0682873301253,2.6046067190005907e+21,2.009614297396712e+30,4.4947642927486696e+33
743980301,343.854,62.6139,4.7072399146988464e-14,2.010610069007237e-14,ZTF J225525.05+623651.1,343.8543736931,62.6142020866,RS*,RSCVnV*,X|RS*|Y*O|NIR|*|TT*,1.1504,0.0237,,16.16,,12.619,11.879,11.683,,16.934,15.559,14.746,,869.2628650904032,2835.1529902642555,2.682264933936022e+21,4.2557836485396286e+30,2.916211046233134e+33
743980301,343.681,62.5109,4.2987599699513546e-14,1.816049989154713e-14,ZTF J225443.82+623037.6,343.6826026771,62.5104589844,RS*,RSCVnV*,RS*|Y*O|NIR|*,1.2772,0.0168,,15.62,,11.482,10.615,10.362,,16.541,14.632,,,782.9627309740057,2553.679924835578,2.415970544942061e+21,3.153089732875465e+30,6.613629577344142e+33
743980301,343.704,62.7245,6.108590196174382e-14,2.308540016863602e-14,2MASS J22544908+6243304,343.7044867837,62.7251306037,Y*O,YSO,Y*O|NIR|*,1.301,0.0831,,19.33,,14.497,13.638,13.285,,,,,,768.6395080707149,2506.9638739431207,2.371773697156034e+21,4.318146294811848e+30,3.757851101941996e+32
743980301,343.474,62.5807,2.7784100297160646e-14,1.3479500210521276e-14,ZTF J225353.93+623450.3,343.4747735917,62.5806434431,RS*,RSCVnV*,X|RS*|Y*O|NIR|*,1.5522,0.0822,,19.06,,13.708,12.737,12.426,,20.119,17.811,,,644.2468754026543,2101.249838938281,1.987938139415024e+21,1.3797866348987104e+30,5.6409077410458e+32
743980301,343.513,62.6212,1.6269300631092248e-14,8.1359996390311e-15,2MASS J22540336+6237180,343.5139841489,62.621676517,Y*O,YSO,X|Y*O|NIR|*|Em*,1.0785,0.0988,,19.58,,14.52,13.53,13.16,,,18.402,16.763,,927.2137227630968,3024.1631896152057,2.8610825961984235e+21,1.673553265233922e+30,5.497871230613978e+32
743980301,343.933,62.7041,6.921159744497157e-14,3.855620114628575e-14,2MASS J22554407+6242130,343.9336501858,62.7036197386,Y*O,YSO,X|Y*O|NIR|*,1.1549,0.0517,,18.04,,13.94,13.04,12.8,,18.808,17.294,16.23,,865.8758334054896,2824.1059832020087,2.6718136462031344e+21,6.208705560249744e+30,8.496687405398048e+32
743980301,343.402,62.5291,4.837579989369623e-14,2.203439999361699e-14,2MASS J22533629+6231446,343.4012636302,62.5290728345,Y*O,YSO,X|Y*O|NIR|V*?|*,1.3299,0.0271,18.05,16.5,14.94,12.055,10.973,10.363,,,,,,751.9362358072035,2452.4851492593425,2.320232784419881e+21,3.2726619049933376e+30,4.016264445282244e+33
743980301,343.494,62.578,1.24545000506314e-13,2.6667500808508562e-14,2MASS J22535825+6234417,343.4926963015,62.5782368494,Y*O,YSO,X|Y*O|NIR|*,1.436,0.1923,,20.04,,14.911,13.144,11.89,,,,,,696.3788300835655,2271.2813370473536,2.1488005431754875e+21,7.226506089507552e+30,3.84536504529985e+32
743980301,343.518,62.5985,1.1534499958355642e-14,6.957000080187736e-15,ZTF J225404.38+623554.7,343.518263572,62.5985303862,Y*O,YSO,X|Y*O|NIR|*|EB*,1.2176,0.0437,19.26,17.38,,12.957,12.075,11.8,,18.525,16.511,,,821.2877792378449,2678.679369250985,2.5342292871222075e+21,9.30894462764696e+29,1.8293426994365125e+33
743980301,343.419,62.6325,1.3901900294723943e-14,6.850630106188015e-15,2MASS J22534042+6237564,343.4184364116,62.6323410744,Y*O,YSO,X|Y*O|NIR|*,1.3526,0.0655,,18.85,,13.774,12.788,12.437,,,,,,739.3168712110011,2411.3263344669526,2.2812934940115327e+21,9.091726386777378e+29,7.063800012271851e+32
743980301,343.959,62.669,9.409829957330449e-14,4.726549894203992e-14,2MASS J22555016+6240070,343.9590259697,62.6686586549,Or*,OrionV*,Or*|X|Y*O|NIR|*,1.173,0.0207,,15.81,,12.522,11.727,11.505,,16.557,15.269,14.496,,852.5149190110826,2780.528559249786,2.6305861722080134e+21,8.182701436358556e+30,3.2557495254226647e+33
743980301,343.424,62.7568,1.442790013167234e-14,4.6674700237593625e-15,ZTF J225341.53+624524.3,343.423048867,62.756766027,RS*,RSCVnV*,RS*|Y*O|NIR|*|Em*,1.0963,0.0633,,18.28,,13.73,12.801,12.509,,19.331,17.367,15.879,,912.1590805436468,2975.061570737936,2.814628824226945e+21,1.4363333795662595e+30,1.11477682874657e+33
743980301,343.682,62.8096,4.398000044117564e-14,1.63489996551653e-14,BHJ 27-018,343.6800838282,62.8101898164,*,Star,NIR|*,0.494,0.0925,,18.8,,15.45,14.71,14.73,,,,,,2024.2914979757088,6602.348178137651,6.246310890688259e+21,2.1563154050769243e+31,1.1532536740161618e+33
743980301,343.187,62.5859,2.4043099664515e-14,1.4091500149637348e-14,2MASS J22524531+6235066,343.1887857591,62.5851950901,Y*O,YSO,X|Y*O|NIR|*,1.1669,0.0614,,18.51,,13.612,12.672,12.344,,,,,,856.971462850287,2795.063844373982,2.6443376296169334e+21,2.112681994670565e+30,1.0853489173097827e+33
743980301,343.827,62.613,4.866930019805164e-14,2.4168299604448648e-14,ZTF J225517.92+623644.9,343.8246951843,62.6124936452,BY*,BYDraV*,X|Y*O|BY*|NIR|*,1.2265,0.1354,,19.89,,14.623,13.662,13.337,,21.269,19.329,17.688,,815.3281695882594,2659.241744802283,2.51583985324093e+21,3.87106934022181e+30,3.846339248162807e+32
743980301,343.776,62.6979,1.11388999966041e-14,6.2003298782959456e-15,ZTF J225506.46+624151.7,343.7769170454,62.6976946384,RS*,RSCVnV*,X|RS*|Y*O|NIR|*|Em*,1.246,0.0597,20.89,18.85,,13.791,12.911,12.62,,19.754,17.951,16.19,,802.5682182985554,2617.6243980738363,2.4764667576243983e+21,8.584542881008716e+29,7.61200041499421e+32
743980301,343.823,62.7227,1.658919956428178e-14,1.98369000669078e-14,2MASS J22551760+6243231,343.823351735,62.7231060483,Y*O,YSO,X|PM*|Y*O|NIR|*,1.1782,0.0217,,15.71,,12.983,12.414,12.221,,16.345,15.296,14.671,,848.7523340689188,2768.2566627058227,2.618976048209133e+21,1.4298759083341303e+30,2.247726371005799e+33
743980301,343.614,62.5058,3.3177301373863925e-14,1.6415300312078683e-14,2MASS J22542741+6230198,343.614222833,62.505498546,Y*O,YSO,X|Y*O|NIR|*,1.4611,0.0997,,19.72,,13.569,12.331,11.836,,,,,,684.4158510711108,2232.263363219492,2.111886647046745e+21,1.859482649344616e+30,8.163631431957544e+32
743980301,343.611,62.5828,2.0002600040181472e-14,1.3060500116568886e-14,ZTF J225426.65+623458.7,343.611097614,62.5829920175,BY*,BYDraV*,X|Y*O|BY*|NIR|*,1.063,0.1658,,20.45,,14.991,13.933,13.544,,21.606,19.299,,,940.7337723424272,3068.259642521167,2.9028011100658514e+21,2.1180239962059087e+30,3.843605624433645e+32
743980301,343.213,62.6846,1.4893700490026425e-14,1.1838699982900762e-14,ZTF J225251.20+624105.0,343.2133803716,62.6847619662,Y*O,YSO,X|Y*O|NIR|*|EB*,0.2918,0.2091,,18.5,,13.887,12.944,12.601,,19.42,17.468,,,3427.004797806717,11177.381768334477,1.057463187114462e+22,2.0928735768890142e+31,1.384893951975905e+34
743980301,343.796,62.5755,8.95032000445585e-14,3.0670398946247574e-14,2MASS J22551117+6234334,343.7965399249,62.5759332292,Y*O,YSO,X|Y*O|NIR|*,1.4873,0.0908,,18.22,,13.332,12.309,11.815,,,,,,672.3593088146305,2192.940227257446,2.0746840449136017e+21,4.841192605502605e+30,9.102670713781329e+32
743980301,343.714,62.6514,2.0303999773802966e-14,1.3260499842008675e-14,2MASS J22545101+6239064,343.7125273567,62.6517830707,Y*O,YSO,X|Y*O|NIR|*,1.1455,0.0115,,13.53,,11.529,11.241,11.09,,,,,,872.9812309035356,2847.2806634657354,2.693738611959843e+21,1.8514089843702683e+30,1.0352020452609424e+34
743980301,343.867,62.8706,3.5115800648159376e-14,1.8235999326267696e-14,ZTF J225527.87+625214.0,343.8661115417,62.8705582236,RS*,RSCVnV*,RS*|Y*O|NIR|*,0.8642,0.3338,,19.77,,13.78,12.842,12.413,,20.434,18.287,,,1157.139551029854,3774.08007405693,3.570559569544087e+21,5.625809278296764e+30,1.674328411893014e+33
743980301,343.703,62.6562,1.8466800557801442e-14,1.2393399837200976e-14,2MASS J22544942+6239227,343.7059364642,62.6563327473,Y*O,YSO,X|Y*O|NIR|*,1.169,0.0423,,17.01,,13.134,12.339,12.123,,,,,,855.4319931565441,2790.042771599658,2.6395873224978617e+21,1.6168643689489344e+30,1.6815249035641012e+33
743980301,343.534,62.6488,1.1426200019785601e-14,5.640870122348637e-15,2MASS J22540824+6238556,343.5343346021,62.6487861939,Y*O,YSO,X|Y*O|NIR|*|Em*,1.1427,0.0844,,19.68,,13.937,12.66,11.81,,,18.311,16.609,,875.1203290452437,2854.257460400805,2.7003391791371313e+21,1.0470039534419044e+30,1.012510612582704e+33
743980301,343.394,62.5977,1.8233000829634416e-14,1.1466100353798962e-14,ZTF J225334.38+623552.8,343.3933064871,62.598003129,RS*,RSCVnV*,X|RS*|Y*O|NIR|*,1.1112,0.0806,,19.14,,14.19,13.109,12.811,,20.475,18.178,,,899.9280057595392,2935.1691864650825,2.776887670986321e+21,1.766788811380727e+30,7.481963038678224e+32
743980301,343.532,62.6911,1.8268200130790522e-14,7.542010161472497e-15,2MASS J22540770+6241280,343.5320994741,62.6911091964,Y*O,YSO,X|Y*O|NIR|*|Em*,1.1405,0.0522,,17.93,,13.153,12.037,11.433,,,16.956,15.541,,876.8084173608066,2859.7632617273125,2.705548075405524e+21,1.6804133980591994e+30,1.901115493262683e+33
743980301,343.277,62.5989,1.994770044673813e-14,1.3299299880223554e-14,2MASS J22530655+6235567,343.2773390854,62.5990655354,Y*O,YSO,X|Y*O|NIR|*|Em*,1.2441,0.0363,,17.01,,12.184,10.919,10.083,,,16.128,14.607,,803.7939072421831,2621.6220561048144,2.480248838517804e+21,1.5420313803606398e+30,4.321598615123738e+33
743980301,343.818,62.6749,5.104389946743865e-14,1.978789921090913e-14,2MASS J22551643+6240321,343.8184773654,62.6755794786,Y*O,YSO,X|Y*O|NIR|*|Em*,1.1411,0.0361,18.66,17.17,,13.094,12.12,11.626,,17.931,16.477,15.253,,876.3473841030584,2858.259574095171,2.704125475418456e+21,4.6903730731098336e+30,1.955207297726648e+33
743980301,343.591,62.5998,8.73193983346723e-15,6.847920024273275e-15,ZTF J225422.14+623559.0,343.5922914329,62.5997301241,RS*,RSCVnV*,X|RS*|Y*O|NIR|*,1.3723,0.0536,,17.88,,12.948,11.922,11.557,,19.118,16.783,,,728.7036362311447,2376.710631786052,2.248544472782919e+21,5.547835330277601e+29,1.516034381257226e+33
743980301,343.375,62.5088,8.46313985688671e-14,4.410410093234375e-14,2MASS J22533003+6230307,343.3752421819,62.5085297253,Y*O,YSO,X|Y*O|NIR|*,2.4403,0.8953,,24.89,,,,13.798,,,,,,409.78568208826783,1336.5405892718109,1.2644664918247756e+21,1.700419325105334e+30,1.997661016076159e+31
743980401,266.943,-32.233,1.9283199711485344e-14,3.1126999679761524e-15,HD 318337,266.9428893863,-32.2329942786,SB*,SB*,SB*|NIR|*,1.7748,0.0353,11.62,10.61,,8.603,8.122,7.998,,,,,,563.4437683119224,1837.7056569754336,1.7386058034708134e+21,7.324723127352869e+29,7.477078933377705e+34
743980501,303.701,15.5098,1.5688400353667566e-14,6.178370125621904e-15,HD 355252,303.7010975636,15.5100135098,*,Star,NIR|*,4.3156,0.0165,10.65,10.33,,9.453,9.28,9.239,,,,,,231.71749003614792,755.7604968022986,7.15005463898415e+20,1.0078763367081902e+29,1.1674971455338689e+34
743980501,303.397,15.6129,1.6764999558418515e-14,2.1032100824933293e-14,TYC 1618-1383-1,303.3964858554,15.6118782169,*,Star,NIR|*,2.939,0.0141,12.23,11.76,,10.721,10.496,10.392,,,,,,340.25178632187817,1109.751616195985,1.04990730860837e+21,2.3222839905302023e+29,6.879303364795338e+33
744010101,186.49,33.781,4.3136401026676324e-13,3.6402199749549855e-14,V* EQ CVn,186.4908199547,33.7808391534,EB*,EclBin,X|V*|Opt|NIR|*|EB*,2.5992,0.0234,12.42,11.4,10.85,10.555,10.232,10.166,14.882,12.262,11.692,11.575,13.5,384.7337642351493,1254.8322560787933,1.1871643505694055e+21,7.639685234581849e+30,9.581805910462996e+33
744010101,186.354,33.6142,9.802969796589984e-14,9.241759647057174e-15,2XMM J122525.0+333651,186.3546537924,33.6140934364,Sy1,Seyfert1,AGN|X|Opt|blu|*|QSO|Sy1,0.0533,0.1601,19.05,18.88,,,,,18.836,18.595,18.578,18.534,18.42,18761.72607879925,61192.49530956848,5.789263752345216e+22,4.1287083019893286e+33,7.605168263068083e+33
744010101,186.612,33.3631,6.365029759768799e-14,1.7983800348420412e-14,SDSS J122627.01+332147.3,186.612529131,33.3631977774,QSO,QSO,AGN|X|Opt|*|QSO,0.0052,0.3551,20.7,20.44,,,,,20.64,20.242,20.038,20.082,19.792,192307.6923076923,627223.0769230769,5.933995346153846e+23,2.8164672481451825e+35,1.7378915018783474e+35
744010101,186.458,33.415,2.515859970440154e-14,8.212629862736251e-15,SDSS J122549.87+332454.9,186.4577929144,33.4152725769,QSO,QSO,AGN|X|Opt|*|QSO,0.1422,0.6116,20.38,20.14,,,,,19.963,19.913,19.742,19.747,19.963,7032.348804500703,22936.42756680732,2.1699561040787624e+22,1.4886692800501756e+32,4.673377319495148e+32
744040401,179.536,42.6798,1.0829400086908008e-14,9.370319766692591e-15,UCAC4 664-056992,179.5366060662,42.6806626961,SB*,SB*,SB*|NIR|*|MIR,1.6747,0.2339,13.038,12.643,12.663,11.595,11.325,11.272,,12.769,12.452,12.305,,597.1218725741924,1947.5488147130827,1.8425255747298024e+21,4.6199929434157405e+29,5.297813580814228e+33
744050101,218.058,-43.9938,8.256669646762842e-15,1.4917100410469037e-15,TYC 7818-1858-1,218.0578521861,-43.9942814936,*,Star,NIR|*,1.4307,0.0579,12.86,12.14,,10.911,10.663,10.575,,,,,,698.9585517578807,2279.6952540714333,2.156760732508562e+21,4.826348835648534e+29,2.09349407744588e+34
744050101,218.109,-44.2529,2.451759947475385e-15,1.3207000182268909e-15,TYC 7818-1832-1,218.1092407731,-44.2529277294,*,Star,NIR|*,1.724,0.0278,12.42,11.78,,10.516,10.265,10.176,,,,,,580.046403712297,1891.8561484918791,1.7898361832946637e+21,9.86993692115248e+28,2.045785872635584e+34
743700201,21.2816,-1.20343,1.2860499882909326e-13,1.1785299637774062e-14,SDSS J012507.52-011213.1,21.2813596669,-1.2036686111,QSO,QSO,Opt|*|QSO,0.3557,0.2003,19.05,18.75,,18.505,18.631,,19.138,18.983,18.771,18.807,18.681,2811.35788585887,9169.412426201856,8.674943997750914e+21,1.2161890067325994e+32,5.153977732457053e+32
743700201,21.6057,-1.37832,3.1677700268001275e-15,1.8436500071695788e-15,CRTS J012625.3-012244,21.6057292383,-1.3789951389,EB*,EclBin,Opt|*|EB*|EB?,0.6336,0.0325,,15.12,,,,,,15.491,15.049,,,1578.2828282828282,5147.66414141414,4.870071938131313e+21,9.441353575363551e+29,6.534001158654864e+32
743750201,244.669,-51.2056,1.1161500190889561e-13,1.5289900151104624e-14,HD 146423,244.6695289399,-51.2056674046,*,Star,NIR|*|MIR,4.6787,0.0183,9.1,8.66,,7.637,7.492,7.38,,,,,,213.73458439310065,697.1081710731613,6.595160151324085e+20,6.100748574978012e+29,4.691761083204485e+34
743750201,244.367,-50.9304,4.8968201184478727e-14,1.3546900316200195e-14,TYC 8323-601-1,244.3665005297,-50.9304592141,*,Star,X|NIR|*,0.9262,0.0633,12.17,11.78,,,10.945,,,,,,,1079.6804145972792,3521.442453033901,3.331545648887929e+21,6.829918974086351e+30,7.643149700009103e+34
743750201,244.577,-51.1735,1.839099957935165e-14,7.0134899779895465e-15,HD 146339,244.5774073794,-51.1723109277,*,Star,NIR|*|MIR|**,3.3435,0.0238,10.46,10.06,,9.422,9.218,9.147,,,,,,299.08778226409447,975.49274712128,9.22888464184238e+20,1.9684012557990985e+29,2.3587571546609104e+34
743750201,244.614,-50.8674,1.6490599847023696e-14,9.768420169704427e-15,TYC 8323-589-1,244.6136796435,-50.867080467,*,Star,NIR|*,3.0768,0.2633,12.42,12.48,,10.831,10.48,10.388,,,,,,325.0130005200208,1060.049401976079,1.0028853289131564e+21,2.0842455056876155e+29,4.206989134546452e+33
743790101,84.0579,-69.152,1.1877799870778968e-14,3.000060044342618e-15,OGLE LMC-ECL-20326,84.0582785779,-69.1530779849,EB*,EclBin,V*|NIR|*|EB*,0.1299,0.0508,16.17,16.517,16.42,15.529,15.849,15.604,,,,,,7698.229407236337,25108.237105465745,2.375425388760585e+22,8.422260218327602e+31,3.923542962786076e+34
743840101,290.457,39.8355,1.4762599779769014e-13,6.2819300678191095e-15,TYC 3138-950-1,290.4563812737,39.8353920209,Ro*,RotV*,ev|Er*|Ro*|NIR|*,5.2111,0.2015,11.35,10.71,,9.539,9.205,9.13,,,,,,191.8980637485368,625.8870487996776,5.921355529542706e+20,6.504515987890416e+29,5.886587867092085e+33
743840101,290.492,39.9985,8.878150086844352e-14,1.6063400474141884e-14,TYC 3138-1050-1,290.4919249513,39.9984517148,SB*,SB*,Opt|ev|SB*|Er*|Ro*|NIR|*|Em*,8.062,0.0231,11.47,10.73,,9.475,9.122,9.043,,,,,,124.03870007442325,404.5596626147358,3.827434358719921e+20,1.6343604679370292e+29,2.4523912384892003e+33
743840101,290.738,39.9197,6.454819995562258e-14,3.626560044021204e-14,KOI-1661,290.7380380631,39.9196370552,EB*,EclBin,NIR|*|EB*,2.2268,0.0118,11.65,11.45,,10.522,10.263,10.218,,,,,,449.0749056942698,1464.6847494162023,1.3857003682414228e+21,1.5575165296744408e+30,1.6185468928363176e+34
743840101,290.205,39.7284,3.1664500530067744e-14,2.4572800188409942e-14,ATO J290.2057+39.7280,290.2058000067,39.7280698264,RS*,RSCVnV*,V*|Opt|RS*|NIR|*|MIR,0.4176,0.0209,16.521,15.239,15.072,13.338,12.785,12.661,,15.88,14.946,14.613,,2394.6360153256705,7810.249042145593,7.389074664750958e+21,2.1725141611171744e+31,1.4629973195372035e+34
743840301,285.65,42.8086,9.223469834033701e-14,5.265069979255637e-15,TYC 3128-361-1,285.6505101353,42.8088120651,Ro*,RotV*,ev|Er*|Ro*|NIR|*,1.6802,0.0094,12.62,11.89,,10.671,10.22,10.113,,,,,,595.1672419950006,1941.173669801214,1.836494214974408e+21,3.909158908690309e+30,1.9410068289499344e+34
743840301,285.782,42.7583,6.035180222328101e-14,6.055050175314677e-15,HD 177526,285.7821357914,42.7582399256,Er*,Eruptive*,Er*|NIR|*|RG*,3.0627,0.016,9.47,8.46,,6.703,6.185,6.085,,,,,,326.5092891892774,1064.9296372481797,1.0075023933130896e+21,7.69825478290136e+29,1.639062132347522e+35
743840301,285.521,42.9438,2.7143499443547592e-14,1.0130599599489103e-14,ATO J285.5211+42.9437,285.5211157785,42.9437570108,RS*,RSCVnV*,V*|Opt|RS*|Er*|Ro*|NIR|*|MIR,0.4226,0.0215,16.873,15.84,15.638,13.062,12.393,12.209,,16.241,15.359,14.915,,2366.30383341221,7717.841930903928,7.301650686228112e+21,1.8185188471603675e+31,1.455740881607809e+34
743840501,292.378,50.0685,1.335280017523803e-14,9.435570102751378e-15,TYC 3551-754-1,292.3787006511,50.069051419,*,Star,NIR|*,0.6652,0.014,12.27,12.25,,11.393,11.255,11.215,,,,,,1503.307276007216,4903.126879134094,4.638721557426338e+21,3.610595385607748e+30,8.763558929291163e+34
743850101,3.61067,-30.3955,7.560870197076061e-14,3.26692010371569e-15,2dFGRS TGS360Z233,3.6106525645,-30.3955954293,GiC,GtowardsCl,G|*|GiC,0.1226,0.7942,19.267,19.258,18.369,,,,,,18.3,,,8156.606851549755,26603.262642740618,2.5168658890701467e+22,6.0186875183377416e+32,-6.491740482543863e+32
743850101,3.7784,-30.4093,6.9012300756878e-14,6.290770127173129e-15,[VV2006] J001506.9-302434,3.7784516995,-30.4093095698,QSO,QSO,G|*|QSO,0.3958,0.6481,,20.55,,,,,,,19.63,,,2526.5285497726127,8240.424456796361,7.796052501263265e+21,5.2709133965068e+31,-1.7119386066132814e+31
743650701,43.5466,40.8831,5.651590171329088e-15,8.809529745501619e-15,TYC 2850-244-1,43.5476207877,40.8828361419,*,Star,NIR|*,2.0522,0.0193,12.5,11.7,,10.964,10.655,10.606,,,,,,487.2819413312543,1589.2992885683657,1.5035949615047267e+21,1.6056180756083315e+29,1.3485240490843793e+34
743650801,44.1433,41.4753,2.2868800291495943e-14,4.664029799444089e-15,TYC 2854-2622-1,44.1433963544,41.4754636283,*,Star,NIR|*,1.7953,0.0593,11.81,11.3,,10.448,10.146,10.093,,,,,,557.0099704784716,1816.721439313764,1.7187531777418818e+21,8.489464061683786e+29,2.697857554548147e+34
743650801,44.0229,41.5399,7.533450046507545e-15,5.2251399990891216e-15,TYC 2854-1075-1,44.0237013345,41.5392602641,*,Star,NIR|*,2.703,0.0316,13.01,11.63,,10.97,10.674,10.586,,,,,,369.9593044765076,1206.6444691083982,1.1415751313355532e+21,1.2337091208691284e+29,7.77583589543629e+33
743650801,43.9729,41.497,6.2687900457083535e-15,7.363430205202873e-15,TYC 2854-1373-1,43.9739400416,41.496359761,PM*,HighPM*,PM*|NIR|*,6.7518,0.0166,10.35,9.49,,8.018,7.647,7.524,,,,,,148.1086525074795,483.0652566722948,4.570155484463402e+20,1.645339561393294e+28,1.1641825235442675e+34
743660101,240.083,-22.6218,9.606420476801492e-13,8.747680246726057e-15,* del Sco,240.0833553457,-22.621706426,SB*,SB*,UV|X|V*|SB*|NIR|*|IR|MIR|**,6.64,0.89,2.2,2.32,2.36,2.58,2.61,2.72,,,,,,150.60240963855424,491.1987951807229,4.647104789156627e+20,2.606972123571944e+30,5.39139823483061e+36
743660101,240.272,-22.4585,6.731390076418486e-13,5.0798998525464906e-14,V* V1151 Sco,240.271605196,-22.4587000751,Or*,OrionV*,Or*|X|V*|Y*O|Ro*|BY*|NIR|*|MIR|**|TT*,8.1878,0.5489,15.23,13.69,13.38,9.739,9.011,8.749,,,,,,122.13292948044652,398.3438774762452,3.768628422775349e+20,1.2013823869791468e+30,7.225327448388566e+32
743660101,240.172,-22.5922,1.4298200752722867e-14,3.1716799308846534e-15,UCAC4 338-079414,240.1722424606,-22.5921236583,*,Star,NIR|*,4.1757,0.0186,,10.694,10.742,9.536,9.269,9.195,,,,10.376,,239.48080561343008,781.081016356539,7.389605527216993e+20,9.81146288609426e+28,2.732026224264572e+33
743660101,239.872,-22.7113,3.614940107237592e-14,1.6618700027768753e-14,ATO J239.8721-22.7116,239.872037671,-22.7116965146,V*,Variable*,V*|Opt|NIR|*|MIR,1.6593,0.0143,13.944,13.245,13.24,11.699,11.366,11.279,,13.549,12.974,12.729,,602.6637738805521,1965.6240583378533,1.859626095341409e+21,1.5709495345557924e+30,4.232349796608928e+33
743660101,240.175,-22.5327,1.3171199699478496e-14,5.077690197696988e-15,CRTS J160042.1-223159,240.1758634236,-22.5329162308,EB*,EclBin,V*|Opt|NIR|*|MIR|EB*|EB?,1.4055,0.0337,15.222,14.739,14.838,13.175,12.654,12.607,,14.809,14.513,14.375,,711.490572749911,2320.5691924582,2.19543050871576e+21,7.977642833871638e+29,1.487031707884204e+33
743660201,298.091,18.672,1.8118899393002041e-13,3.5301499916350672e-15,*   9 Sge,298.0906871918,18.6718753669,s*b,BlueSG,UV|X|V*|SB*|NIR|*|EB*|s*b|Em*,0.5174,0.0366,6.24,6.23,,6.11,6.166,6.154,,,,,,1932.740626207963,6303.749516814843,5.963814418245072e+21,8.09822648879658e+31,3.3107615431472686e+37
743660201,298.264,18.8669,1.478630043925955e-13,2.859609996171651e-14,Cl* NGC 6838     JS      12,298.2645002536,18.8665432272,*,Star,V*|NIR|*,1.6106,0.0321,13.09,11.55,,8.813,8.129,7.931,,,,,,620.8866261020737,2025.05898422948,1.915855941885012e+21,6.820168284579567e+30,5.864164879825349e+34
743660201,298.162,18.741,1.3309299951198842e-14,2.387009996130188e-15,HD 188062,298.16180624,18.7406890255,*,Star,UV|NIR|*,1.8708,0.036,7.63,7.67,,7.658,7.744,7.732,,,,,,534.5306820611503,1743.4038913833651,1.6493893414581995e+21,4.550000500444399e+29,6.718466238392201e+35
743660201,298.149,18.8095,2.2821900077206482e-14,8.167589732798951e-15,TYC 1624-2833-1,298.1496530336,18.8094408798,*,Star,NIR|*|**,3.5418,0.0338,11.13,10.66,10.621,9.84,9.6,9.53,,,,,,282.3423118188492,920.8763905358855,8.712173414647919e+20,2.1767807409462726e+29,9.379778472430357e+33
